case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2020_20-334,j__sonia_sotomayor,37,"Well, that's my point. Are you saying that the Fifth Circuit won't let you raise that issue at all or that it'll just say let the district -- if you did what I just said, which is what happens in some other circuits, what do you believe the Fifth Circuit would do?",Daniel L. Geyser,"Your Honor, I believe that the rule could be rewritten to embrace that sort of process, but, under the Fifth Circuit's own -- own precedent -- you know, again, this is on page 10 of the Petition Appendix -- the -- the other side isn't even supposed to put in the request for the bond until they get back to the district court.",0,1
2020_20-334,j__sonia_sotomayor,39,"If you went in and said we believe this bond is unreasonable, unnecessary, whatever the -- the argument is, what would the Fifth Circuit have done?",Daniel L. Geyser,I -- I'm happy --,0,1
2020_20-334,j__sonia_sotomayor,41,"No, you could have done it when the bill of costs was put in.",Daniel L. Geyser,"I'm -- I'm -- I'm actually not sure because they could say it's not ripe yet. The other side hasn't even asked for their bond premium because they're supposed to do that in the district court. But I'm also not sure when we would have done that. We could have done it in our merits briefing, but then we're saying --",0,1
2020_20-334,j__sonia_sotomayor,43,"After the judgment is rendered, you have 14 days. The other side puts in a bill of costs for -- for the three or four items that it sought. And at that point, you could have said, we're okay with these four, but we're not okay with the -- the bond cost. Fifth Circuit, we think it was unnecessary or we think it was unreasonable or whatever your argument is. Why couldn't you have done that then?",Daniel L. Geyser,The bill of --,0,1
2020_20-334,j__sonia_sotomayor,45,All right. One --,Daniel L. Geyser,"The -- at that time, the -- the -- the bill of costs for the Fifth Circuit doesn't even have a listing for the bond cost. So we would have to object, saying, although this isn't on the -- the other side's request, if they eventually ask for this in the district court, where they're supposed to, this would be our objection to that hypothetical --",0,1
2020_20-334,j__sonia_sotomayor,47,"-- last -- I understand the -- the -- I -- I -- I think I understand what you're saying, which is the way things work, the circuit court only looks at those two or three items and tells you to go to the district court for the others, and if you go to the district court and we say they have no discretion, you believe you have no way to go back to the circuit court to look at that decision. Is that correct?",Daniel L. Geyser,-- future cost request.,0,1
2020_20-334,j__sonia_sotomayor,49,"Well, in fact, it is correct, because you raised your objections, and the Fifth Circuit said the district court couldn't look at it, but it didn't look at your objections either. It's really a due process problem you're talking about.",Daniel L. Geyser,I think that is correct.,0,1
2020_20-334,j__sonia_sotomayor,179,"Counsel, I guess the short answer to Justice Alito -- and correct me if I'm wrong -- is that you are basically saying the only practical time to raise this is at the point that a winning party files a bill of costs with the court of appeals, that the losing party has an obligation to raise to the court of appeals any equitable considerations it has to change the allocation of costs. Is that correct?",David B. Salmons,"Well, you know, again, I think a good example is the Guse case from the Seventh Circuit. What -- what happens, Your Honor, is a party can raise those concerns -- take this case. The -- the -- the Petitioner here was totally free to argue in response to the bill of costs that -- especially given the Fifth Circuit's rule, that they should not be taxed supersedeas bond costs because they are a class representative and it would be inequitable to do so. I think the Fifth Circuit would not have had a difficult time rejecting that as every circuit --",1,1
2020_20-334,j__sonia_sotomayor,181,All right. Now let me ask you a question.,David B. Salmons,I think that would be the most appropriate time to do so.,1,1
2020_20-334,j__sonia_sotomayor,183,"And I agree. And, here, you knew what the costs -- the other side -- I -- I'm trying to cut to the chase, okay? Here, the other side knew what the costs were, and, if it had any defense to those costs equitable -- or those relating to it being necessary or unnecessary, it should have raised them to the court of appeals. That's your argument, correct?",David B. Salmons,I -- I would just suggest that --,1,1
